46.225806451612904 35.666666666666664 49.72727272727273 63.5 40.714285714285715 38.5 52.0 12.5 48.75 46.166666666666664 60.333333333333336 67.33333333333333 57.0 53.0 86.0 100.0 NA NA NA NA NA NA NA NA NA NA NA NA NA
67.0 3.0 96.68181818181819 112.84210526315789 115.0 63.5 100.9090909090909 66.0 14.0 96.44444444444444 116.91666666666667 106.5 96.66666666666667 97.25 98.0 105.25 NA NA NA NA NA NA NA NA NA NA NA NA NA
173.1818181818182 110.0 196.75 206.0 184.71428571428572 118.0 170.22727272727272 103.66666666666667 128.0 168.0 142.11764705882354 134.8 117.75 123.6 131.8 137.2 NA NA NA NA NA NA NA NA NA NA NA NA NA
259.5 139.75 217.33333333333334 232.0 232.5 152.2 217.5 156.4 159.2 222.75 240.5 184.16666666666666 164.8 166.5 171.2 176.0 NA NA NA NA NA NA NA NA NA NA NA NA NA
294.42857142857144 225.8 286.3333333333333 279.2 283.1666666666667 223.66666666666666 259.57142857142856 208.16666666666666 198.83333333333334 261.8333333333333 280.8888888888889 280.14285714285717 230.8 225.5 235.5 229.33333333333334 NA NA NA NA NA NA NA NA NA NA NA NA NA
307.6666666666667 304.6666666666667 345.42857142857144 355.6666666666667 328.0 273.14285714285717 306.6666666666667 259.6 278.7142857142857 273.0 326.7142857142857 331.6666666666667 303.0 259.4 278.0 290.3333333333333 NA NA NA NA NA NA NA NA NA NA NA NA NA
352.4 367.2857142857143 396.57142857142856 374.5 399.2 343.3333333333333 371.5833333333333 303.8 364.0 363.6666666666667 405.4 376.85714285714283 354.6666666666667 369.4 318.8 362.125 NA NA NA NA NA NA NA NA NA NA NA NA NA
353.5 414.25 416.6666666666667 416.2 322.0 399.0 438.0 367.1666666666667 425.6666666666667 438.92857142857144 443.5 402.0 441.2857142857143 434.3333333333333 354.6666666666667 404.8 NA NA NA NA NA NA NA NA NA NA NA NA NA
482.85714285714283 445.0 482.6 454.75 387.6666666666667 435.5 529.3333333333334 334.0 494.9 513.375 474.57142857142856 450.2 476.8333333333333 475.85714285714283 418.6 431.0 527.0 NA NA NA NA NA NA NA NA NA NA NA NA
480.5 469.75 488.3333333333333 466.5 505.6 513.2 548.6666666666666 391.0 490.4 557.4444444444445 577.5 510.0 482.2 539.5 433.75 546.5625 555.2 NA NA NA NA NA NA NA NA NA NA NA NA
560.0 548.7142857142857 538.0 478.0 609.0 575.3333333333334 584.8 442.6666666666667 548.4285714285714 580.5 577.5 571.8571428571429 522.3333333333334 580.4285714285714 499.4 621.6363636363636 615.8888888888889 588.0 NA NA NA NA NA NA NA NA NA NA NA
611.875 646.3333333333334 545.3333333333334 529.2 632.2 640.4 625.8571428571429 471.8 589.1666666666666 595.75 577.0 605.6666666666666 560.6666666666666 593.1666666666666 634.1666666666666 662.7777777777778 658.0 624.8571428571429 NA NA NA NA NA NA NA NA NA NA NA
709.0 669.0 590.0 615.0 674.5 679.3333333333334 684.0 436.0 619.6 629.4 676.0 654.0 609.4285714285714 618.0 667.2 678.5714285714286 674.1666666666666 663.5 NA NA NA NA NA NA NA NA NA NA NA
743.0 705.1666666666666 646.0 605.8 749.3333333333334 700.6 758.1428571428571 651.8 672.3333333333334 715.1666666666666 703.75 662.8333333333334 637.4285714285714 682.8333333333334 717.5714285714286 706.5714285714286 732.8333333333334 684.6 770.0 NA NA NA NA NA NA NA NA NA NA
760.4 726.6 639.25 659.1666666666666 765.0 745.6666666666666 778.6666666666666 719.1666666666666 669.8 767.0 739.4 718.4 631.3333333333334 683.4 749.1666666666666 713.1666666666666 739.6 782.6666666666666 784.7777777777778 NA NA NA NA NA NA NA NA NA NA
774.8 708.75 647.0 684.1666666666666 797.3333333333334 730.25 814.75 684.0 676.25 826.6666666666666 751.25 754.8333333333334 708.375 656.25 715.6666666666666 863.4545454545455 812.3333333333334 804.2 797.3333333333334 NA NA NA NA NA NA NA NA NA NA
827.3333333333334 828.4 708.4 711.75 824.5 820.6 848.0769230769231 754.0 730.8 845.75 728.0 750.8 700.2857142857143 728.2 762.25 883.0 791.0 850.0 846.8333333333334 NA NA NA NA NA NA NA NA NA NA
867.25 860.0 788.0 773.4 881.3333333333334 855.1666666666666 883.75 873.2 804.8 901.0 824.4 886.5 688.8333333333334 787.8333333333334 824.8 900.7142857142857 834.4 871.4 852.6 NA NA NA NA NA NA NA NA NA NA
909.8 910.5 962.8 829.3333333333334 906.6666666666666 876.0 896.0 890.8 974.375 944.0 761.0 943.0 651.8 766.2 816.75 911.8333333333334 913.1666666666666 960.6666666666666 894.3333333333334 NA NA NA NA NA NA NA NA NA NA
951.6666666666666 955.8 1000.0 892.8571428571429 940.5 982.6666666666666 894.8333333333334 990.3076923076923 1011.5 767.0 899.0 986.6666666666666 854.3333333333334 710.25 916.2 908.0 997.6 989.4 922.75 NA NA NA NA NA NA NA NA NA NA
992.2 997.5 1008.4 962.1111111111111 987.2 1033.0 816.75 1059.5 1071.0 1040.4285714285713 1026.8333333333333 989.0 840.6 803.4 835.3333333333334 873.5 1032.1666666666667 1024.0 966.2 NA NA NA NA NA NA NA NA NA NA
1042.7142857142858 983.4 1044.5 995.5 NA 1053.0 1047.0 1093.625 1109.857142857143 1028.75 1051.8333333333333 1030.6666666666667 917.6666666666666 725.5 953.6 1023.2 1072.8333333333333 1034.6 1076.6 NA NA NA NA NA NA NA NA NA NA
1029.4 1033.0 1091.0 1018.3333333333334 NA 1105.2 1097.6666666666667 1137.5714285714287 1157.0 1073.4 1105.5714285714287 1024.6 939.8333333333334 827.0 1029.857142857143 1067.0 1073.0 1129.0 1106.6 NA NA NA NA NA NA NA NA NA NA
