5781.624005030819 -1875.7421674386724
6811.624005030819 -757.0598593349056
7844.797214445967 -674.4416307147665
8874.797214445967 -392.51013278373927
9904.797214445967 -668.9370062509386
14531.982780226026 -64.1042721146214
16862.283977727624 136.47876086551184
17892.283977727624 391.00984363739764
19322.283977727624 550.1362280057602
21557.060257573172 1851.923501437016
14882.597616039115 310.0745149470646
15912.597616039115 385.44454119714095
16942.597616039115 1187.71940911483
17972.597616039115 819.1406232169022
19102.61540829893 1843.1512831475106
2601.0384161471434 410.68302935396395
2721.0384161471434 192.95323267571982
2841.0384161471434 538.4571696784219
2961.0384161471434 -721.5783680221961
3081.0384161471434 -802.8987012297312
3185.988731149844 363.5754174482432
3305.988731149844 272.68389890301216
3425.988731149844 -2286.2468745521796
3545.988731149844 617.7883921922717
3665.988731149844 -4407.237379077309
41351.33291578341 1249.4316781883908
43381.33291578341 3540.442420907486
45411.33291578341 3577.161808200306
47441.33291578341 4791.205172963078
49471.33291578341 6978.895031873349
68383.21500438679 10007.914632325737
72316.64339950937 14330.51356375482
75346.64339950937 13532.43236506952
78376.64339950937 17827.66749932341
81916.92999637348 21446.29682628157
55833.83752620676 6085.536501252216
57863.83752620676 8100.894130755293
59893.83752620676 10190.979111935208
63423.61968674875 15849.134330216579
65453.61968674875 18547.04847822299
69186.2888934786 17491.196079322464
73817.88723598068 30617.18517765231
77937.88723598068 28659.970120681723
82057.88723598068 35544.363625722246
86177.88723598068 33071.1886050567
82484.87937667902 3894.106125750325
86604.87937667902 5071.683803647709
90724.87937667902 5358.06395072717
94844.87937667902 8508.535302531858
98964.87937667902 7078.360371833559
103987.54401972907 8749.469290164736
107017.54401972907 15291.160971129886
110047.54401972907 22636.786223908948
113077.54401972907 25465.458440637307
116107.54401972907 31283.9216777282
150432.26290963026 36907.23978640968
154462.26290963026 37251.73216444347
164992.69212223304 52069.13319873007
169923.3862840343 57730.09337319118
173953.3862840343 60845.91978156779
127389.39961602037 17442.117496113482
130419.39961602037 23927.342602013094
133449.39961602038 22386.103578307888
136479.39961602038 28568.497390670058
139609.39961602038 28196.625123315986
212486.6054442531 83726.89596320331
220705.749290034 93757.98119475192
228825.749290034 83001.63127817964
233094.14589904502 109055.84783742862
233094.14589904502 114179.96934966811
212388.0650094824 7814.60734681283
212388.0650094824 7698.515882304205
212388.0650094824 8036.2114134556095
212388.0650094824 -18331.077470869226
212388.0650094824 8828.554697490023
194743.70433387865 1863.5684922639955
198773.70433387865 5955.868629220588
202803.70433387865 19244.52814136567
207129.88385211368 37999.17581532484
211159.88385211368 54544.53413453194
283985.24136929965 80383.69196285449
290015.24136929965 95255.25213423406
296652.0368758745 91734.00409007438
302682.0368758745 101009.13122962172
308712.0368758745 99183.48993358882
220531.29594964156 49171.068524882685
227365.40491457697 60680.527615467916
232397.78173746553 68267.17865668607
237427.78173746553 67464.42771572922
242460.72737872548 85887.04631135768
233397.09937142208 94362.67591279474
233397.09937142208 106394.53532872413
233397.09937142208 115120.41376083218
233397.09937142208 103884.63159032002
233397.09937142208 102879.95886709579
60799.03941263072 4672.423546150808
60799.03941263072 5112.430572423266
209786.5815017365 7415.262034099234
210984.81009201723 9270.454742203548
210984.81009201723 -7250.487652041525
